@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
1382,'2019/09/17 10:07:20:350',6,-11838911,-12238051,-12106203,-10395318,-10066350,-10395057,-10856643,-11383247,-11909339,-12304102,-12826578,-12370406,-12108001,-11647957,-10990023,-10594748,-10462905,-10528185,-12369625,-14145524,-12697825,-12437481,-11912161,-7368821,-2168851,-2169621,-3750456,-11973821,-15920638,-16249600,-12633061,-12570092,-11716320,-6120552,-394500,-658186,-11777720,-15658490,-16118528,-16249856,-12568037,-12767981,-11455195,-9744051,-7312018,-5795438,-13557220,-14936821,-16250112,-16315648,-13224935,-13492211,-10078933,-11523550,-9554122,-10211282,-11523547,-12047324,-15986683,-16249599,-13421286,-14279415,-10472152,-11588830,-10012619,-10143946,-11587027,-13163235,-15920634,-16249856,-12631514,-12898026,-11978973,-10728638,-9217191,-5397594,-13750742,-15789303,-16051965,-16249088,-11970234,-12239074,-11976669,-11319760,-10530239,-10135478,-10596031,-12764632,-15459317,-15919613,-11509690,-12040155,-11776461,-7893630,-6117210,-6248794,-7565431,-8553105,-10591405,-13484760,1
1383,'2019/09/17 10:07:20:384',6,-11838655,-12303588,-12171739,-10395318,-10131887,-10395314,-10856900,-11448784,-11909596,-12304101,-12826577,-12370407,-12108002,-11713493,-11055559,-10594748,-10462906,-10528186,-12303831,-14145267,-12697569,-12437481,-11912161,-7434358,-2168851,-2169620,-3750455,-11841978,-15855102,-16249600,-12633316,-12504556,-11716321,-6186344,-460036,-657929,-11646134,-15658490,-16118528,-16249856,-12633572,-12767981,-11455196,-9744051,-7377555,-5795181,-13557220,-14936821,-16250112,-16315904,-13159142,-13558004,-10078933,-11523549,-9554122,-10276818,-11523548,-12112860,-15986682,-16249599,-13289957,-14213879,-10472407,-11588830,-10012619,-10143689,-11587027,-13163235,-15920634,-16315392,-12631513,-12897770,-11978973,-10662844,-9085348,-5199958,-13619156,-15789047,-16051965,-16249088,-11904441,-12239074,-11976413,-11385040,-10530239,-10135477,-10595774,-12699095,-15459060,-15919613,-11509688,-12040155,-11776461,-7893630,-6117210,-6248794,-7499895,-8553105,-10591149,-13418968,1
1384,'2019/09/17 10:07:20:416',6,-11904447,-12369637,-12237789,-10526904,-10197936,-10526899,-10988485,-11514834,-11975389,-12369894,-12826834,-12436456,-12173794,-11779287,-11121608,-10726334,-10528955,-10659515,-12304087,-14211059,-12763617,-12503274,-12043490,-7566200,-2366228,-2301205,-3881784,-11710648,-15920894,-16315392,-12698853,-12635885,-11782114,-6317930,-591620,-658184,-11580341,-15658490,-16118528,-16315648,-12699365,-12833773,-11521245,-9875381,-7443604,-5795438,-13623013,-15002613,-16250368,-16315904,-13159143,-13689333,-10275798,-11523550,-9685452,-10408147,-11654877,-12178653,-15986939,-16249855,-13289957,-14345206,-10603737,-11720159,-10143948,-10209482,-11784149,-13294564,-15920890,-16315392,-12697306,-12897770,-12110303,-10662588,-9019298,-5133908,-13553363,-15854839,-16051965,-16249344,-11970233,-12370403,-12107742,-11451089,-10596032,-10266807,-10661567,-12699095,-15459316,-15985405,-11575225,-12105948,-11842510,-7959424,-6183003,-6314587,-7631225,-8618898,-10591406,-13419224,1
1385,'2019/09/17 10:07:20:449',6,-11772861,-12238051,-12106203,-10395318,-10131887,-10395314,-10856900,-11383504,-11843804,-12238565,-12760783,-12304869,-12107745,-11647957,-10990023,-10594748,-10397113,-10462393,-12106709,-14079730,-12632031,-12371944,-11912160,-7368821,-2103058,-2038035,-3618869,-11447476,-15855101,-16249600,-12567268,-12504299,-11716063,-6120551,-394243,-591880,-11317169,-15592953,-16052992,-16249856,-12567779,-12702444,-11455195,-9678258,-7246225,-5663852,-13491683,-15002357,-16250112,-16315648,-12962020,-13623540,-10144467,-11326428,-9488329,-10211281,-11523547,-12047067,-15986682,-16184062,-13092579,-14213622,-10472150,-11588829,-9946826,-10012104,-11652563,-13163235,-15920633,-16249856,-12500184,-12766184,-11978972,-10399416,-8690332,-4870735,-13355983,-15789046,-15986428,-16249088,-11838391,-12238817,-11976412,-11319503,-10398909,-10069684,-10464445,-12567508,-15393523,-15919613,-11378102,-11974362,-11710667,-7827837,-6051416,-6183001,-7434102,-8487312,-10459819,-13287638,1
1386,'2019/09/17 10:07:20:481',6,-11773118,-12238052,-12106460,-10395575,-10197680,-10461107,-10922693,-11449041,-11909596,-12304101,-12761040,-12304869,-12108001,-11647957,-11055559,-10594748,-10462905,-10462393,-12040916,-14079730,-12632032,-12371944,-11912160,-7303028,-2037266,-2103572,-3553076,-11315890,-15855101,-16249856,-12567523,-12504555,-11650528,-6054758,-394243,-592137,-11185583,-15592953,-16052992,-16249856,-12567780,-12702444,-11455195,-9612465,-7245969,-5663596,-13491427,-15002357,-16250112,-16315904,-12962021,-13689076,-10144469,-11326427,-9488329,-10211281,-11589083,-12047324,-15986682,-16184062,-12961507,-14213622,-10472151,-11523292,-9946825,-10012103,-11718355,-13228771,-15920889,-16315392,-12565721,-12700648,-12044509,-10267829,-8558488,-4739149,-13224397,-15789046,-15986428,-16249088,-11838648,-12238817,-11910876,-11253711,-10464445,-10069683,-10464444,-12501972,-15393523,-15919612,-11443895,-11974361,-11645132,-7827836,-6051416,-6183002,-7499638,-8487312,-10394283,-13221845,1
1387,'2019/09/17 10:07:20:514',6,-11707326,-12238052,-12040669,-10329783,-10132144,-10395571,-10857157,-11383505,-11843804,-12172772,-12761040,-12239077,-12042209,-11582166,-10990023,-10529212,-10397113,-10462392,-11909586,-14013938,-12631775,-12371688,-11846368,-7236979,-1971474,-2037780,-3487283,-11118511,-15789309,-16249600,-12501731,-12438763,-11584991,-5923429,-328451,-592137,-10988204,-15592697,-16052992,-16249856,-12502243,-12636651,-11389659,-9546672,-7114639,-5532266,-13425891,-15002357,-16250112,-16315648,-12830692,-13689076,-10078676,-11195098,-9422537,-10145745,-11523291,-12047067,-15986682,-16184062,-12829922,-14213622,-10406615,-11457500,-9881033,-9880774,-11718099,-13228771,-15920633,-16249856,-12500184,-12634600,-12044252,-10070707,-8295316,-4607306,-12961481,-15789046,-15986172,-16183552,-11773112,-12107488,-11845083,-11187918,-10333116,-10003891,-10333116,-12435923,-15327730,-15919356,-11378102,-11908569,-11579339,-7696507,-5985624,-6117208,-7368053,-8421519,-10262698,-13156052,1
1388,'2019/09/17 10:07:20:548',6,-11707581,-12238053,-12106461,-10395576,-10132401,-10461365,-10922950,-11383506,-11843805,-12238309,-12761041,-12239334,-12042465,-11647702,-10990024,-10594749,-10397370,-10462394,-11843537,-14013682,-12631776,-12371688,-11846368,-7236979,-1971474,-2037779,-3421491,-10921131,-15789308,-16249600,-12567267,-12438763,-11584991,-5988966,-328451,-592136,-10790824,-15592697,-16118528,-16250112,-12501988,-12636396,-11455195,-9480879,-7114383,-5466217,-13425890,-15002358,-16250112,-16315648,-12830435,-13754612,-10144469,-11195098,-9422537,-10145745,-11523291,-12047068,-15986682,-16184062,-12764129,-14213621,-10472151,-11457243,-9881033,-9880773,-11718099,-13228772,-15920633,-16249856,-12499928,-12569063,-12044252,-10070192,-8097936,-4475720,-12763845,-15789046,-15986172,-16183552,-11838647,-12107489,-11910619,-11187917,-10332859,-9938354,-10398395,-12304594,-15261938,-15919356,-11378102,-11908569,-11579339,-7762044,-5985624,-6117209,-7368309,-8421519,-10262698,-13090260,0.98
1389,'2019/09/17 10:07:20:581',6,-11707325,-12238052,-12106461,-10461369,-10197938,-10526901,-10922952,-11449298,-11909596,-12238565,-12760783,-12304870,-12042464,-11647958,-11055559,-10594749,-10462906,-10462392,-11777998,-14013681,-12631774,-12371687,-11846367,-7302772,-1971474,-1972243,-3421490,-10723752,-15789307,-16249600,-12567267,-12504298,-11650526,-6054758,-328451,-591880,-10527909,-15592696,-16052991,-16250112,-12501987,-12636651,-11455195,-9480622,-7048589,-5400423,-13360097,-15068149,-16250112,-16315904,-12699106,-13885940,-10275797,-11129561,-9422792,-10211280,-11588826,-12047323,-15986682,-16184062,-12698592,-14279157,-10537686,-11391706,-9946568,-9880516,-11783635,-13294306,-15920633,-16249856,-12499927,-12568806,-12044252,-10004142,-7900042,-4409670,-12566209,-15789045,-15986171,-16249087,-11838390,-12173024,-11910618,-11187916,-10332858,-10003633,-10332859,-12238801,-15261937,-15853820,-11378101,-11908568,-11579338,-7762043,-5985623,-6117207,-7433844,-8487054,-10197161,-13024466,0.94
1390,'2019/09/17 10:07:20:614',6,-11707324,-12303588,-12171997,-10461370,-10198194,-10592694,-10988745,-11514835,-11975132,-12304101,-12760782,-12304869,-12108001,-11713494,-11055560,-10660541,-10462906,-10527928,-11777485,-14013681,-12631774,-12371687,-11911903,-7368564,-2037010,-2037778,-3421233,-10591909,-15723514,-16249856,-12567266,-12504298,-11650526,-6120295,-328451,-591879,-10330529,-15592696,-16052991,-16250112,-12567522,-12636395,-11520988,-9414828,-7048332,-5334373,-13359840,-15068149,-16250112,-16315904,-12633313,-13885940,-10341334,-11129304,-9488072,-10211280,-11588826,-12178395,-15986682,-16184062,-12632544,-14278901,-10603224,-11325913,-9946568,-9880259,-11783635,-13359843,-15920633,-16249856,-12499926,-12503269,-12109788,-9938348,-7636613,-4278084,-12368829,-15789045,-15986171,-16183551,-11838133,-12173023,-11910618,-11187915,-10332857,-10003633,-10332858,-12173008,-15261936,-15853820,-11377844,-11908567,-11644874,-7762043,-5985623,-6182744,-7433588,-8487054,-10196905,-12958929,0.89
1391,'2019/09/17 10:07:20:649',6,-11772861,-12303589,-12172254,-10527162,-10263987,-10592952,-11054538,-11580628,-11975389,-12304101,-12826319,-12304869,-12108001,-11713494,-11055816,-10660541,-10462907,-10527929,-11711692,-13948144,-12631774,-12371687,-11911904,-7303028,-2037010,-2037778,-3421232,-10394530,-15657721,-16249600,-12501730,-12504298,-11650527,-6120294,-393987,-591880,-10198686,-15592696,-16118527,-16250112,-12501986,-12636395,-11586524,-9414571,-6982282,-5268323,-13359840,-15133686,-16250112,-16315904,-12567521,-13951476,-10407126,-11063768,-9488328,-10211280,-11654362,-12178395,-15986682,-16118270,-12567007,-14278901,-10669016,-11260376,-10012103,-9814466,-11849427,-13360099,-15920889,-16249856,-12499926,-12437477,-12109788,-9872298,-7438976,-4212034,-12105913,-15788789,-15986171,-16183551,-11838390,-12173023,-11910362,-11187916,-10332856,-10003632,-10398137,-12107215,-15196400,-15919355,-11443380,-11908567,-11644874,-7762043,-5985623,-6117207,-7433844,-8487054,-10196904,-12893136,0.86
1392,'2019/09/17 10:07:20:683',6,-11838910,-12369637,-12303583,-10592955,-10395573,-10790330,-11186124,-11712213,-12041182,-12369893,-12826832,-12370661,-12239330,-11779543,-11187145,-10792127,-10594492,-10659513,-11646155,-14013936,-12697824,-12503015,-11977952,-7434356,-2234130,-2234900,-3487025,-10263199,-15657464,-16315392,-12567779,-12570090,-11781854,-6186086,-459779,-657673,-10001563,-15592696,-16052991,-16250112,-12633571,-12702187,-11717853,-9414314,-6982281,-5202786,-13359839,-15199478,-16250112,-16315904,-12633314,-14017269,-10603991,-11129560,-9619400,-10342608,-11720155,-12309724,-15986682,-16118526,-12567263,-14344437,-10865881,-11325912,-10077896,-9880258,-11980755,-13491428,-15986425,-16250112,-12565719,-12503269,-12241117,-9872297,-7372926,-4277569,-11974070,-15789045,-15986171,-16183551,-11904439,-12238815,-11976409,-11253707,-10398649,-10134961,-10464186,-12107470,-15196400,-15854075,-11509430,-12040152,-11710922,-7893372,-6051415,-6248536,-7565173,-8553103,-10197160,-12893392,0.82
1393,'2019/09/17 10:07:20:714',6,-11707580,-12238307,-12172254,-10527163,-10264244,-10659002,-11055051,-11580884,-11975388,-12238565,-12760783,-12304868,-12042465,-11647957,-11055815,-10595005,-10463161,-10462391,-11448519,-13882095,-12631774,-12371686,-11846366,-7236978,-1971217,-2037523,-3224110,-9868440,-15460342,-16249856,-12567265,-12438760,-11584733,-5988708,-328195,-591880,-9606805,-15527159,-16052991,-16249856,-12501985,-12570602,-11586523,-9151398,-6719109,-5005406,-13228253,-15199221,-16250112,-16315904,-12501727,-13951221,-10472662,-10932437,-9488071,-10145487,-11588825,-12178394,-15986682,-16118270,-12435677,-14278643,-10800343,-11128790,-9946310,-9748415,-11849169,-13425634,-15920889,-16249856,-12499926,-12371683,-12109531,-9740453,-7109753,-4080446,-11513775,-15723252,-15920634,-16183551,-11772853,-12107486,-11844824,-11122121,-10267062,-9937839,-10332599,-11910092,-15130350,-15853819,-11378100,-11843029,-11579336,-7761785,-5985366,-6117206,-7368050,-8487053,-10000037,-12696014,0.79
1394,'2019/09/17 10:07:20:748',6,-11773116,-12238307,-12172510,-10527418,-10264501,-10725052,-11186124,-11580885,-11909852,-12304099,-12761039,-12304868,-12108001,-11713494,-11055815,-10660797,-10463161,-10462391,-11251396,-13816558,-12632029,-12371685,-11846366,-7302514,-1971217,-1971986,-3224109,-9473682,-15328755,-16249856,-12501729,-12438761,-11584733,-5988964,-262659,-591880,-9212047,-15526902,-16052735,-16249856,-12501985,-12505066,-11586524,-9085604,-6653059,-4939356,-13096923,-15199478,-16250112,-16315648,-12436191,-13951220,-10603991,-10866901,-9488070,-10145486,-11588824,-12178394,-15986681,-16118270,-12370141,-14212851,-10931416,-11063252,-10012102,-9682622,-11849168,-13491170,-15920889,-16249856,-12499926,-12306147,-12175067,-9609124,-6977909,-4014653,-11184809,-15723251,-15920634,-16183295,-11838389,-12107486,-11844823,-11122121,-10267062,-9937838,-10267063,-11844298,-15064814,-15853819,-11378099,-11843029,-11579335,-7761785,-5985621,-6117206,-7433586,-8421516,-9999781,-12630220,0.76
1395,'2019/09/17 10:07:20:786',6,-11641786,-12238051,-12106718,-10461883,-10264501,-10659517,-11120589,-11449813,-11909595,-12173027,-12695245,-12239332,-11976928,-11647956,-10990279,-10595004,-10397369,-10396598,-11054017,-13684972,-12566236,-12306149,-11846366,-7236977,-1905425,-1840657,-3092524,-9013130,-15131119,-16249600,-12501472,-12372968,-11584732,-5988708,-262658,-526087,-8751495,-15395830,-15987199,-16249856,-12436448,-12439530,-11586524,-8954018,-6521216,-4807513,-12965336,-15199478,-16250112,-16250112,-12370398,-13885428,-10603991,-10735571,-9422534,-10079949,-11523032,-12178394,-15986682,-16052734,-12369884,-14081266,-10997208,-10866131,-10011845,-9551291,-11783375,-13425634,-15920889,-16249856,-12434132,-12240354,-12109274,-9543074,-6714737,-3883067,-10724514,-15657459,-15920378,-16117759,-11707059,-12041692,-11779286,-11121863,-10135733,-9872044,-10201270,-11647177,-14999021,-15788026,-11312050,-11842773,-11513543,-7696248,-5919828,-6051412,-7302257,-8355723,-9868452,-12498635,0.72
1396,'2019/09/17 10:07:20:821',6,-11707065,-12238307,-12172254,-10461883,-10264501,-10725310,-11186380,-11515349,-11909596,-12238307,-12695244,-12239331,-12042207,-11647957,-10990279,-10660540,-10462904,-10396854,-10987967,-13619179,-12566235,-12306149,-11846365,-7237233,-1839889,-1840657,-3092523,-8618628,-14868204,-16249600,-12435935,-12372967,-11584731,-5988964,-197122,-526087,-8290943,-15395573,-15987199,-16249856,-12436447,-12439529,-11652060,-8887968,-6324093,-4675927,-12833750,-15265014,-16184576,-16250112,-12370397,-13819635,-10800856,-10604242,-9488069,-10079949,-11523031,-12178393,-15986682,-16052734,-12304348,-13884401,-11128538,-10800338,-10011845,-9485242,-11783118,-13491170,-15920890,-16249856,-12434132,-12240353,-12109274,-9477281,-6582893,-3817274,-10395292,-15657202,-15920378,-16117759,-11772593,-12041692,-11779031,-11056583,-10201268,-9872044,-10201268,-11647175,-14933228,-15788026,-11312049,-11842772,-11513542,-7696248,-5919828,-6051412,-7367793,-8355723,-9868451,-12433097,0.68
1397,'2019/09/17 10:07:20:852',6,-11641530,-12238051,-12172254,-10461883,-10264758,-10725567,-11120845,-11515349,-11909851,-12238563,-12695244,-12239332,-12042464,-11647957,-10990279,-10595260,-10462904,-10462389,-10922428,-13619177,-12566236,-12306149,-11846365,-7237233,-1839889,-1906193,-3092266,-8289919,-14736360,-16249600,-12435935,-12438759,-11519195,-5988963,-197122,-526343,-7896185,-15395573,-15987199,-16249856,-12436191,-12439529,-11652060,-8756638,-6257786,-4544341,-12702163,-15330550,-16250112,-16250112,-12370397,-13753842,-10932441,-10538705,-9553605,-10079949,-11523031,-12244186,-15986682,-16052733,-12369884,-13752815,-11325403,-10734800,-10011845,-9419447,-11717325,-13556706,-15920889,-16249856,-12434131,-12174561,-12043481,-9411487,-6385257,-3817017,-10066582,-15591665,-15920378,-16117759,-11707058,-12041692,-11779030,-11056327,-10135732,-9806763,-10201012,-11515846,-14867435,-15788026,-11246768,-11842772,-11513541,-7695991,-5919828,-6051412,-7368048,-8355722,-9802914,-12367304,0.66
1398,'2019/09/17 10:07:20:887',6,-11707322,-12238306,-12106974,-10461883,-10330293,-10725567,-11121101,-11580884,-11844315,-12238306,-12695245,-12239331,-12042463,-11647957,-10990278,-10595260,-10463160,-10462389,-10791099,-13553384,-12566236,-12306148,-11780829,-7236977,-1839889,-1906193,-3092522,-8026746,-14538981,-16249600,-12436191,-12372967,-11519195,-5988707,-196866,-591879,-7501683,-15330036,-15987199,-16249856,-12436447,-12439528,-11717596,-8690588,-6126200,-4478291,-12570577,-15330807,-16184576,-16250112,-12370397,-13688049,-11063514,-10472913,-9553606,-10145485,-11523031,-12309722,-15986682,-16052477,-12304347,-13621231,-11456732,-10603471,-10077381,-9287860,-11651531,-13556962,-15986425,-16249856,-12434131,-12174561,-12043481,-9345436,-6122085,-3751224,-9672081,-15525872,-15854841,-16117759,-11707058,-12041692,-11779030,-11056326,-10135731,-9806507,-10135475,-11515589,-14867434,-15787769,-11312304,-11777491,-11513541,-7696247,-5919827,-6051412,-7302256,-8355722,-9802658,-12301511,0.65
1399,'2019/09/17 10:07:20:917',6,-11707321,-12238306,-12172510,-10461883,-10264758,-10725567,-11120844,-11580884,-11909851,-12238306,-12695244,-12239331,-12042464,-11647956,-10990279,-10595004,-10462904,-10396853,-10725306,-13487592,-12566236,-12306148,-11780829,-7171440,-1839889,-1906193,-3026730,-7697781,-14276066,-16249600,-12435935,-12438503,-11584731,-5988706,-196866,-591879,-7106925,-15264243,-15987198,-16249856,-12436191,-12439272,-11717596,-8624795,-5994357,-4346705,-12438991,-15396343,-16184576,-16250112,-12370397,-13622256,-11260379,-10407376,-9553861,-10145485,-11523030,-12375514,-15986938,-16052734,-12304347,-13424109,-11653597,-10537679,-10011844,-9221811,-11651274,-13622498,-15921146,-16249856,-12434131,-12174561,-11977688,-9279387,-5924448,-3685431,-9343115,-15460078,-15854841,-16117759,-11772594,-12041690,-11779029,-11056326,-10135730,-9806507,-10135475,-11450053,-14736105,-15722233,-11312305,-11842771,-11513542,-7630711,-5919827,-6051412,-7302256,-8355722,-9737122,-12170183,0.63
1400,'2019/09/17 10:07:20:949',6,-11641529,-12172514,-12041181,-10461626,-10198965,-10659774,-11055052,-11515091,-11778522,-12172513,-12694988,-12173539,-11976671,-11582164,-10924485,-10529467,-10397367,-10330803,-10593465,-13356006,-12500443,-12240356,-11715036,-7105648,-1774096,-1774865,-2960937,-7302767,-14012637,-16183808,-12370399,-12307175,-11453402,-5857634,-196866,-526343,-6646374,-15198450,-15986942,-16249856,-12436191,-12373480,-11651804,-8493208,-5796977,-4215119,-12241611,-15396343,-16184576,-16250112,-12304860,-13424879,-11326173,-10276047,-9553605,-10079692,-11457238,-12309722,-15986682,-15986941,-12238555,-13226987,-11784670,-10406349,-9946051,-9024432,-11454152,-13622242,-15921146,-16184064,-12368339,-12108768,-11846103,-9213593,-5661277,-3619639,-8948357,-15328493,-15789049,-16117503,-11641266,-11975899,-11713492,-10990533,-10069683,-9740713,-10069682,-11252931,-14670312,-15722233,-11246512,-11777234,-11447748,-7564918,-5854034,-5985619,-7301999,-8289929,-9671329,-12104133,0.59
1401,'2019/09/17 10:07:20:982',6,-11641529,-12172514,-12041181,-10396090,-10198965,-10659774,-11055051,-11515091,-11843802,-12106978,-12694988,-12173539,-11976670,-11582420,-10924486,-10594747,-10397111,-10330804,-10527671,-13224420,-12500442,-12240356,-11715036,-7171184,-1774352,-1774865,-2960937,-6908009,-13683672,-16183808,-12435678,-12372711,-11453402,-5923170,-196866,-526087,-6185822,-15132657,-15986942,-16249856,-12370654,-12373480,-11651804,-8427159,-5665134,-4083276,-11978182,-15396343,-16184576,-16250112,-12304605,-13228013,-11523038,-10210254,-9619398,-10079692,-11457237,-12309722,-15986682,-15986942,-12238554,-13095658,-11981791,-10275020,-9946051,-8958639,-11322565,-13622242,-15920890,-16184064,-12368338,-12109024,-11780567,-9147801,-5529434,-3619638,-8488063,-15262699,-15789048,-16117503,-11641265,-11976155,-11713236,-10990533,-10069938,-9740713,-10069682,-11252674,-14604519,-15656441,-11246511,-11777235,-11447748,-7564918,-5854034,-5985619,-7236463,-8289929,-9605537,-11973061,0.55
1402,'2019/09/17 10:07:21:016',6,-11641528,-12106978,-12106717,-10396090,-10198709,-10659517,-10989515,-11449554,-11843802,-12106976,-12629451,-12173538,-11976670,-11582164,-10924485,-10529210,-10331575,-10330803,-10462134,-13158626,-12500442,-12240356,-11780572,-7171440,-1839888,-1774865,-2960937,-6513250,-13289169,-16183808,-12435934,-12307430,-11518938,-5923170,-196866,-526087,-5725015,-15066863,-15921406,-16249856,-12370654,-12373479,-11651804,-8361366,-5467499,-4017226,-11649216,-15396343,-16119040,-16250112,-12304604,-13096428,-11720160,-10144461,-9619398,-10014156,-11391701,-12375259,-15986682,-15986941,-12304091,-12898537,-12178657,-10209227,-10011586,-8892589,-11190722,-13622498,-15920890,-16184064,-12368338,-12109024,-11714775,-9147544,-5331799,-3619638,-8093305,-15131114,-15789048,-16051966,-11641265,-11976155,-11713236,-10990533,-10069682,-9740713,-10069682,-11187138,-14538726,-15656440,-11180975,-11776978,-11447748,-7630454,-5854034,-5985619,-7236463,-8289929,-9605536,-11907267,0.5
1403,'2019/09/17 10:07:21:049',6,-11707321,-12238306,-12172253,-10461882,-10264501,-10725308,-11055051,-11515091,-11844058,-12172769,-12760780,-12239331,-12042463,-11648212,-10990278,-10595003,-10397367,-10396596,-10527670,-13092576,-12566235,-12306148,-11780829,-7237233,-1905681,-1906449,-3026730,-6184540,-12894411,-16183808,-12501471,-12438503,-11519195,-5988963,-197122,-526343,-5264721,-15001069,-15986942,-16249856,-12436191,-12439272,-11651805,-8361109,-5401192,-3951433,-11320507,-15461879,-16184576,-16250112,-12370396,-13030636,-12048354,-10078925,-9750727,-10145484,-11457237,-12441051,-15986938,-15986941,-12369883,-12832744,-12375523,-10274763,-10077123,-8892589,-11124673,-13688034,-15986682,-16184064,-12434131,-12174561,-11780567,-9213337,-5265748,-3685431,-7698547,-15065319,-15789048,-16117502,-11707058,-12107227,-11779029,-11056325,-10135731,-9806507,-10135474,-11187138,-14472934,-15656440,-11246768,-11843028,-11513541,-7696247,-5919827,-6051412,-7367791,-8355722,-9671330,-11907267,0.47
1404,'2019/09/17 10:07:21:084',6,-11575734,-12041184,-11975131,-10330295,-10067378,-10462392,-10923463,-11383503,-11712471,-12041182,-12629194,-12107745,-11910877,-11450834,-10858691,-10397880,-10265780,-10265009,-10330290,-12829403,-12434649,-12174562,-11649243,-7039854,-1642768,-1709073,-2894888,-5592147,-12433859,-16118015,-12370141,-12307173,-11387608,-5791585,-196866,-526087,-4803913,-14737897,-15921149,-16184064,-12304861,-12242150,-11520219,-8097938,-5137763,-3754053,-10859700,-15396086,-16118783,-16184320,-12239066,-12701929,-12048098,-9881802,-9619141,-9948362,-11325907,-12309721,-15921146,-15921405,-12172761,-12569830,-12375266,-10012105,-9880001,-8695466,-10795963,-13622241,-15920890,-16184064,-12302545,-12043231,-11583446,-9015958,-5002320,-3554101,-7172202,-14867940,-15723255,-16051966,-11575471,-11910106,-11582162,-10859204,-10003888,-9674920,-9938352,-10989759,-14275810,-15590646,-11180717,-11645905,-11381955,-7499126,-5788241,-5920082,-7170669,-8224135,-9474207,-11709888,0.44
